"user_id","date_of_birth","sex","height_cm","created_at","updated_at","discipline_preferences","scheduling_preferences","discipline_experience","long_term_goal_category","long_term_goal_description"
1,1991-03-13,MALE,185,2026-01-18 23:07:22.739541,2026-01-24 18:28:39.332665,{"mobility": 2, "calisthenics": 4, "olympic_lifts": 5, "crossfit": 7, "strength": 1},{"mix_disciplines": true, "cardio_preference": "finisher", "endurance_dedicated_cardio_day_policy": "never", "microcycle_length_days": "auto", "split_template_preference": "none"},{"strength": "advanced", "mobility": "elite", "calisthenics": "intermediate", "olympic_lifts": "beginner", "crossfit": "beginner"},general_fitness,
