"id","name"
101,strength
102,cardio
103,stretching
104,athleticism
105,rehabilitation
106,explosiveness
107,plyometrics
108,olympic
109,hypertrophy
110,endurance
111,mobility
112,isometric
113,speed
114,crossfit
115,athletic
117,olympic_lifting
122,posterior_chain
123,compound
124,full_body
125,fundamental
126,quad_dominant
127,anterior_chain
128,chest_dominant
129,upper_body
130,back_dominant
131,bodyweight
132,supinated_grip
133,shoulder_dominant
134,explosive
135,power
