"id","name"
211,none
212,machine
213,other
214,foam roll
215,cable
216,band
217,pull_up_bar
218,ab_wheel
219,plyo_box
221,medicine_ball
222,kettlebell
223,barbell
224,rack
225,dumbbell
226,bench
227,dip_station
228,rings
229,parallettes
230,wall
231,battle_rope
232,trap_bar
233,sled
235,ez curl bar
237,exercise ball
238,box
240,rowing_machine
242,wall_ball
243,sandbag
